loan_id,customer_name,branch_code,loan_type,disbursement_date,principal_amount,interest_rate,tenure_months,emi_amount,emi_paid_count,status,overdue_days
HFL202300715,Customer_715,PUN02,HOME_LOAN,2023-04-09,3977142.83,13.1,120,59617.83,44,CLOSED,0
HFL202500716,Customer_716,CHN05,HOME_LOAN,2025-05-16,3807130.66,9.89,180,40655.8,156,OPEN,0
HFL202300717,Customer_717,HYD06,HOME_LOAN,2023-03-11,765796.72,11.39,60,16799.61,18,OPEN,0
HFL202400718,Customer_718,DEL03,LAP,2024-07-04,320345.96,12.13,120,4620.14,23,OVERDUE,122
HFL202300719,Customer_719,CHN05,LAP,2023-04-20,1149988.13,10.27,240,11304.13,28,OPEN,0
HFL202300720,Customer_720,CHN05,LAP,2023-04-23,2742719.63,10.98,180,31139.23,21,CLOSED,0
HFL202400721,Customer_721,BLR04,LAP,2024-01-30,1632973.78,11.5,180,19076.23,104,CLOSED,0
HFL202400722,Customer_722,pun02,LAP,2024-03-14,1187289.43,8.85,240,10568.08,172,OVERDUE,95
HFL202400723,Customer_723,BLR04,HOME_LOAN,2024-02-10,2358874.25,11.79,60,52221.87,37,OPEN,0
HFL202300724,Customer_724,BLR04,TOP_UP,2023-06-22,604138.93,13.38,180,7795.5,108,OPEN,0
HFL202500725,Customer_725,HYD06,LAP,2025-02-22,3653420.89,11.41,180,42470.08,91,CLOSED,0
HFL202400726,Customer_726,MUM01,LAP,2024-02-19,4941359.05,11.06,120,68235.16,62,CLOSED,0
HFL202300727,Customer_727,MUM01,TOP_UP,2023-05-18,439700.54,12.19,60,9823.17,24,OPEN,0
HFL202300728,Customer_728,CHN05,LAP,2023-06-06,1722937.27,11.62,60,37995.76,50,CLOSED,0
HFL202400729,Customer_729,chn05,LAP,2024-11-08,2640125.51,11.02,180,30040.75,8,OVERDUE,139
HFL202300730,Customer_730,MUM01,TOP_UP,2023-05-02,2103060.42,10.07,240,20392.62,142,OPEN,0
HFL202300731,Customer_731,HYD06,HOME_LOAN,2023-11-07,4458091.08,9.32,240,41032.65,195,OPEN,0
HFL202400732,Customer_732,PUN02,LAP,2024-05-17,3402369.37,11.93,240,37297.11,100,OPEN,0
HFL202400733,Customer_733,MUM01,LAP,2024-01-22,3199616.48,10.26,180,34893.96,32,OPEN,0
HFL202500734,Customer_734,BLR04,LAP,2025-01-29,3044644.8,12.33,180,37189.73,91,OPEN,0
HFL202400735,Customer_735,HYD06,HOME_LOAN,2024-11-08,1447875.77,9.67,180,15267.95,78,CLOSED,0
HFL202300736,Customer_736,BLR04,LAP,2023-01-21,2830559.02,8.69,240,24905.69,178,CLOSED,0
HFL202300737,Customer_737,HYD06,LAP,2023-11-21,2075366.69,10.45,60,44556.34,21,OVERDUE,26
HFL202500738,Customer_738,BLR04,HOME_LOAN,2025-02-22,3436721.51,9.33,180,35535.39,162,OPEN,0
HFL202400739,Customer_739,BLR04,TOP_UP,2024-07-02,1306176.49,9.83,180,13900.71,159,WRITTEN_OFF,0
HFL202500740,Customer_740,CHN05,LAP,2025-01-04,4267678.35,8.97,180,43209.51,121,OPEN,0
HFL202500741,Customer_741,CHN05,LAP,2025-03-25,660309.48,12.62,180,8190.1,106,OPEN,0
HFL202400742,Customer_742,HYD06,TOP_UP,2024-06-11,2430174.45,12.32,120,35316.97,23,OVERDUE,161
HFL202400743,Customer_743,HYD06,LAP,2024-11-07,4821950.25,12.21,240,53801.47,157,OPEN,0
HFL202500744,Customer_744,PUN02,LAP,2025-01-14,3245764.82,11.11,180,37115.77,175,OPEN,0
HFL202400745,Customer_745,BLR04,TOP_UP,2024-02-25,1797669.95,12.65,60,40581.15,18,CLOSED,0
HFL202400746,Customer_746,MUM01,LAP,2024-12-04,3125791.67,10.53,60,67231.92,52,OPEN,0
HFL202400747,Customer_747,DEL03,LAP,2024-07-27,4959077.6,10.61,60,106860.35,16,OPEN,0
HFL202300748,Customer_748,MUM01,LAP,2023-06-30,3328180.96,8.71,240,29326.6,21,CLOSED,0
HFL202500749,Customer_749,MUM01,HOME_LOAN,2025-06-06,598833.98,13.28,180,7687.36,35,CLOSED,0
HFL202500750,Customer_750,MUM01,LAP,2025-01-22,2651168.08,9.1,180,27047.85,31,OPEN,0
HFL202400751,Customer_751,PUN02,LAP,2024-08-21,3765010.86,12.53,120,55176.77,27,OVERDUE,56
HFL202300752,Customer_752,MUM01,LAP,2023-09-18,4355629.69,8.78,180,43609.48,108,CLOSED,0
HFL202300753,Customer_753,DEL03,TOP_UP,2023-10-12,4433337.64,13.18,180,56618.56,5,OPEN,0
HFL202400754,Customer_754,HYD06,LAP,2024-09-12,463604.33,12.2,60,10359.54,35,CLOSED,0
HFL202400755,Customer_755,PUN02,HOME_LOAN,2024-12-18,2005418.96,12.56,60,45179.02,24,OPEN,0
HFL202400756,Customer_756,PUN02,LAP,2024-02-07,4659284.78,13.09,180,59227.43,41,OPEN,0
HFL202500757,Customer_757,MUM01,LAP,2025-06-19,4117564.47,11.72,60,91011.41,60,OPEN,0
HFL202400758,Customer_758,PUN02,HOME_LOAN,2024-02-27,4654536.93,10.16,240,45411.81,129,OVERDUE,26
HFL202400759,Customer_759,MUM01,TOP_UP,2024-09-08,3727388.49,11.24,180,42928.81,164,OPEN,0
HFL202400760,Customer_760,DEL03,HOME_LOAN,2024-03-30,4017790.79,9.18,240,36615.53,21,OPEN,0
HFL202400761,Customer_761,BLR04,LAP,2024-06-12,3653750.52,12.34,120,53141.35,40,OVERDUE,176
HFL202500762,Customer_762,PUN02,HOME_LOAN,2025-01-22,927496.07,9.37,180,9612.52,94,CLOSED,0
HFL202400763,Customer_763,MUM01,TOP_UP,2024-01-22,4740358.63,12.92,120,70555.14,82,OPEN,0
HFL202300764,Customer_764,CHN05,HOME_LOAN,2023-04-02,4878399.59,9.49,120,63098.59,33,OPEN,0
HFL202400765,Customer_765,BLR04,LAP,2024-01-12,1099577.55,11.34,60,24094.35,59,CLOSED,0
HFL202400766,Customer_766,DEL03,HOME_LOAN,2024-05-21,857008.04,12.07,120,12330.28,48,OVERDUE,69
HFL202300767,Customer_767,PUN02,HOME_LOAN,2023-07-31,3120389.1,13.48,180,40471.1,104,CLOSED,0
HFL202300768,Customer_768,HYD06,HOME_LOAN,2023-09-26,1406782.44,10.75,120,19179.89,10,OPEN,0
HFL202500769,Customer_769,HYD06,LAP,2025-06-11,1819256.1,11.97,120,26069.5,76,CLOSED,0
HFL202400770,Customer_770,DEL03,TOP_UP,2024-07-24,576135.87,10.16,120,7664.82,120,OPEN,0
HFL202400771,Customer_771,CHN05,TOP_UP,2024-09-04,3634960.04,12.55,60,81871.58,25,OPEN,0
HFL202400772,Customer_772,DEL03,HOME_LOAN,2024-07-26,493287.45,9.4,120,6356.04,16,OPEN,0
HFL202400773,Customer_773,PUN02,TOP_UP,2024-06-27,2334769.39,9.8,180,24804.66,71,OPEN,0
HFL202400774,Customer_774,BLR04,TOP_UP,2024-03-16,1629749.89,12.88,180,20491.77,80,OPEN,0
HFL202500775,Customer_775,PUN02,HOME_LOAN,2025-02-21,4765238.28,11.28,240,50097.49,46,OPEN,0
HFL202300776,Customer_776,DEL03,LAP,2023-06-17,3618025.45,10.68,240,36560.15,143,OPEN,0
HFL202300777,Customer_777,PUN02,HOME_LOAN,2023-04-26,4275440.25,12.83,60,96907.74,11,OPEN,0
HFL202500778,Customer_778,MUM01,HOME_LOAN,2025-04-22,1582120.3,12.95,120,23576.12,73,CLOSED,0
HFL202300779,Customer_779,DEL03,HOME_LOAN,2023-03-20,1456939.95,10.99,60,31670.14,43,OVERDUE,7
HFL202400780,Customer_780,MUM01,LAP,2024-08-27,4666997.68,9.03,180,47419.12,168,OPEN,0
HFL202300781,Customer_781,BLR04,TOP_UP,2023-10-03,3092760.02,8.53,60,63497.44,46,CLOSED,0
HFL202500782,Customer_782,DEL03,HOME_LOAN,2025-03-27,2975044.65,9.56,60,62568.74,47,OVERDUE,73
HFL202400783,Customer_783,BLR04,HOME_LOAN,2024-09-08,2092537.37,10.49,120,28223.94,109,OPEN,0
HFL202500784,Customer_784,BLR04,LAP,2025-03-09,2191262.3,11.74,120,31109.78,94,OPEN,0
HFL202400785,Customer_785,BLR04,LAP,2024-09-09,917047.34,11.83,180,10906.01,99,OPEN,0
HFL202400786,Customer_786,BLR04,HOME_LOAN,2024-09-06,2288431.73,12.28,180,27878.61,23,CLOSED,0
HFL202400787,Customer_787,HYD06,LAP,2024-04-19,3479268.15,11.74,120,49395.85,10,OVERDUE,135
HFL202300788,Customer_788,HYD06,HOME_LOAN,2023-03-23,4563876.24,10.89,120,62583.56,107,WRITTEN_OFF,0
HFL202300789,Customer_789,CHN05,LAP,2023-10-30,2972117.72,11.25,60,64992.21,6,OPEN,0
HFL202400790,Customer_790,MUM01,LAP,2024-08-05,4120276.36,10.28,60,88112.43,42,CLOSED,0
HFL202300791,Customer_791,DEL03,TOP_UP,2023-07-06,4261676.17,8.73,240,37606.52,116,OVERDUE,77
HFL202500792,Customer_792,MUM01,LAP,2025-04-07,1545849.63,13.33,120,23383.06,77,OPEN,0
HFL202300793,Customer_793,PUN02,TOP_UP,2023-04-19,2338854.93,8.59,240,20430.55,117,OPEN,0
HFL202400794,Customer_794,CHN05,TOP_UP,2024-11-04,4839277.9,11.51,240,51640.84,172,OPEN,0
HFL202500795,Customer_795,MUM01,HOME_LOAN,2025-04-03,1722486.3,9.13,60,35864.76,12,OPEN,0
HFL202400796,Customer_796,BLR04,HOME_LOAN,2024-10-26,982224.7,9.71,120,12822.95,54,OPEN,0
HFL202300797,Customer_797,BLR04,LAP,2023-06-06,3772271.55,10.73,240,38246.19,51,OPEN,0
HFL202500798,Customer_798,HYD06,LAP,2025-05-03,2141146.95,10.17,60,45672.35,26,CLOSED,0
HFL202400799,Customer_799,BLR04,TOP_UP,2024-09-02,3736069.17,13.5,60,85966.38,46,OPEN,0
HFL202500800,Customer_800,BLR04,HOME_LOAN,2025-04-16,4377880.72,9.66,60,92286.33,35,OPEN,0
HFL202500009,Customer_9,DEL03,TOP_UP,2025-02-25,3947199.58,9.65,60,83188.18,58,OVERDUE,103
HFL202500511,Customer_511,BLR04,LAP,2025-05-18,,9.93,60,19952.85,30,CLOSED,0
HFL202400176,Customer_176,BLR04,HOME_LOAN,2024-04-02,499069.27,12.85,180,6265.26,14,CLOSED,0
HFL202300736,Customer_736,BLR04,LAP,2023-01-21,2830559.02,8.69,240,24905.69,178,CLOSED,0
HFL202400243,Customer_243,BLR04,LAP,2024-06-30,3348990.3,10.04,180,36070.42,120,OPEN,0
